capital,Aguascalientes,Mexicali,La Paz,San Francisco de Campeche,Saltillo,Colima,Tuxtla Gutierrez,Chihuahua,Ciudad de Mexico,Durango,Guanajuato,Chilpancingo,Pachuca,Guadalajara,Toluca,Morelia,Cuernavaca,Tepic,Monterrey,Oaxaca,Puebla,Queretaro,Chetumal,San Luis Potosi,Culiacan,Hermosillo,Villahermosa,Ciudad Victoria,Tlaxcala,Xalapa,Merida,Zacatecas
Guanajuato,0.9536046550848608,-0.027614699756103218,0.020187521312494947,-0.1812960160198239,0.38373402178263855,0.6652357528364361,0.270829626818531,0.6649289442640915,0.9061081997932022,0.7851906906827814,0.9999999999999994,0.6532135862444994,0.8662068845850907,0.8973840727913388,0.9154564676636303,0.918093218174626,0.8803588555003309,0.728245130844404,0.3624698494741528,0.5752295671676553,0.8113619726816,0.988866636340529,-0.10501431944344047,0.9058941596302259,0.598541677157696,0.4840324549101459,0.1104319265058273,0.32055322136235737,0.8123006274906636,0.3950900679628105,-0.2796892240437535,0.8589961300308593
Chilpancingo,0.5640871637107061,-0.2291164918701412,-0.005790593836500724,0.10450870437798945,0.14049193586478995,0.7649085176470756,0.5894192254195857,0.3206082464682694,0.8073441238733711,0.5940053989877522,0.6532135862444994,1.0000000000000004,0.7482529925966375,0.7444169229041361,0.82743005456789,0.7888211889630203,0.8685619090317286,0.7332337484570467,0.12548467817875558,0.8534939237125907,0.833260498381532,0.6944820484782617,0.06593438075568075,0.4888849769647673,0.5811474465216461,0.2921759804416332,0.36302826067094224,0.13545290923751802,0.8040858401703861,0.6581375014333672,0.04012625342685755,0.44305165079137016
Pachuca,0.7671420495102114,-0.149912632953719,0.048730129253840834,-0.06967601990564125,0.32408340074867836,0.6891261680848882,0.48401370076384226,0.5771108959626386,0.9642573525673719,0.7078747957435506,0.8662068845850907,0.7482529925966375,0.9999999999999998,0.8012570027665433,0.9223262454050214,0.8556583123317539,0.9277942143014949,0.6988106688304683,0.3148780459888751,0.7410716158499101,0.9705900350836979,0.9173363297865298,-0.03531275209283388,0.7656445751565467,0.6675497108334667,0.37533670671055347,0.32044018820173165,0.3516767567280721,0.9817304706163537,0.728902785493194,-0.16656818678767266,0.6639701136589127
Guadalajara,0.8344547968521133,-0.002520216825618456,0.1038181077550883,-0.08200337323972456,0.16132545114303756,0.862657561264109,0.3439520449754211,0.5211269329803389,0.8677113956484871,0.7113287393931241,0.8973840727913388,0.7444169229041361,0.8012570027665433,0.9999999999999999,0.8949573737954616,0.9397257591074093,0.8698435103829317,0.8921834228499641,0.15449299813866177,0.6346297946406996,0.7904219545947406,0.8921457866013606,-0.06842915286638669,0.6914208992700733,0.6994746742552582,0.41893418334912685,0.2064466984250496,0.1478308140004749,0.7852467744352362,0.4857358709296794,-0.18672441390835803,0.6845110926177748
Toluca,0.8007281989898583,-0.09582975327692997,0.02524080745287856,-0.1533743275137868,0.2490840913876613,0.7667624216835702,0.39173580052056906,0.551829656739993,0.9887532352472352,0.6828532414894334,0.9154564676636303,0.82743005456789,0.9223262454050214,0.8949573737954616,1.0000000000000007,0.9739079662896887,0.9928929025705826,0.7341354569053581,0.23387475974557717,0.7123844646386214,0.9324938794702716,0.9518488715398352,-0.0948376093000588,0.7405962226535754,0.6359888659966609,0.39955902409479427,0.1811248906805977,0.20173980427030866,0.9230900262862594,0.557404224008045,-0.2403413158800118,0.6708636611058172
Morelia,0.7973897474722306,-0.08627339810359361,0.026960984379878903,-0.13131960730939674,0.1850939866291808,0.8148697374024526,0.36754225188455664,0.5007093796849368,0.9403222327261308,0.6444442494283146,0.918093218174626,0.7888211889630203,0.8556583123317539,0.9397257591074093,0.9739079662896887,1.0000000000000004,0.9502405830235265,0.7686560701350291,0.18238035452906556,0.6565650353635458,0.8554040174147761,0.9392436499480532,-0.055969836647468935,0.7021748395757546,0.6254047425037593,0.3692967815095022,0.16883388584075149,0.17408892072488655,0.8453866851512724,0.49257758092223125,-0.2355296874471078,0.6423943114768814
Cuernavaca,0.7663376636240794,-0.12398793310291358,0.0181272091311826,-0.1328741358970615,0.24513813576769383,0.7587939562130058,0.43481512965579033,0.5337268517611015,0.9887658868030847,0.6785484323534818,0.8803588555003309,0.8685619090317286,0.9277942143014949,0.8698435103829317,0.9928929025705826,0.9502405830235265,1.0,0.7263073890603151,0.22959785944598796,0.7645532253436057,0.9578890504901063,0.9232863866387285,-0.091830239361735,0.7123031236458517,0.6330381592756499,0.37962302425993305,0.2130345611265295,0.19799110731508926,0.9448656032100485,0.6033033357060299,-0.21013354959728958,0.6391766789072684
Tepic,0.6923327292747017,0.055966911958571966,0.3189671478726374,0.12678351581021158,0.1768020160956147,0.8979512603704279,0.4693728431158761,0.41733760420480903,0.7213371434302407,0.6936379775247735,0.728245130844404,0.7332337484570467,0.6988106688304683,0.8921834228499641,0.7341354569053581,0.7686560701350291,0.7263073890603151,1.0,0.1724322381885436,0.6687240012453197,0.6958569228177973,0.7231741885958457,0.07808779270728257,0.5740057554753026,0.8090885271466239,0.38082477795532477,0.35751123939373797,0.20821302458663604,0.6950220902428363,0.5827640498377336,0.0403966434148108,0.568396291237343
Monterrey,0.4024814078578563,0.1488112185775934,0.22596065215521066,-0.0778682779265253,0.9773959189129742,0.042778117552422806,0.0739191318371867,0.48151223629091605,0.2708826675226762,0.40750984411144625,0.3624698494741528,0.12548467817875558,0.3148780459888751,0.15449299813866177,0.23387475974557717,0.18238035452906556,0.22959785944598796,0.1724322381885436,0.9999999999999999,0.21706484630165135,0.2662486448881888,0.3402453789588207,-0.10960148134332724,0.6026023075216632,0.18968896286622647,0.3305779489900925,0.018694304320161677,0.8103658355346766,0.27588025712207254,0.06573476139079998,-0.016037861892555193,0.4735661560028884
Oaxaca,0.5008796089894272,-0.3209458962936769,-0.012739328352686539,0.05627514361583331,0.19964292424253607,0.6450184159199457,0.6995888181406048,0.2720204658749062,0.7311422930781142,0.5633108367302634,0.5752295671676553,0.8534939237125907,0.7410716158499101,0.6346297946406996,0.7123844646386214,0.6565650353635458,0.7645532253436057,0.6687240012453197,0.21706484630165135,1.0000000000000004,0.817056124684007,0.6251327854911226,0.009167724390849806,0.49196657204229594,0.5037477360873799,0.17477869730954515,0.4433100711557064,0.2864557349885474,0.7921027161283194,0.7211939661049168,0.01638847016554618,0.4024604185957414
Puebla,0.703447220496624,-0.16526413305355298,0.05534598215983741,-0.08215990268431782,0.27690155046771336,0.7050481186430914,0.5215299609131046,0.5320992004179936,0.9681642605478263,0.6754144948439676,0.8113619726816,0.833260498381532,0.9705900350836979,0.7904219545947406,0.9324938794702716,0.8554040174147761,0.9578890504901063,0.6958569228177973,0.2662486448881888,0.817056124684007,0.9999999999999999,0.8683954719315423,-0.06746591303946878,0.6836798473178334,0.6449699146330983,0.3354745190305783,0.32376753989265034,0.266779540218136,0.9970354933317904,0.7525595265208955,-0.15338026232370697,0.5900512737127728
Queretaro,0.9114949988482055,-0.07148619266465618,0.023591447210770777,-0.17085713206476577,0.3547819863170129,0.6938173125288357,0.32176815217315397,0.6350701114545442,0.9496635089060415,0.755615029918432,0.988866636340529,0.6944820484782617,0.9173363297865298,0.8921457866013606,0.9518488715398352,0.9392436499480532,0.9232863866387285,0.7231741885958457,0.3402453789588207,0.6251327854911226,0.8683954719315423,1.0000000000000002,-0.08934194935909616,0.8767538933804786,0.6243488769501132,0.4545204871237292,0.14423882608788,0.3193759854182996,0.8703497939056082,0.47138934122908965,-0.2718638548111319,0.8065764900997551
Chetumal,-0.1717878716754634,-0.3539848759358087,0.10856746496751729,0.8384051252637404,-0.15892340353617035,0.1013834423431356,0.39751647655972266,-0.3063126884873851,-0.10540997908412607,-0.15888159615109926,-0.10501431944344047,0.06593438075568075,-0.03531275209283388,-0.06842915286638669,-0.0948376093000588,-0.055969836647468935,-0.091830239361735,0.07808779270728257,-0.10960148134332724,0.009167724390849806,-0.06746591303946878,-0.08934194935909616,1.0000000000000002,-0.12349197220391318,0.11896412745501707,-0.3299744191299204,0.4929593600677595,0.30026811569337636,-0.06086992778970835,0.24348235520208555,0.7413128516923337,-0.22142301537105002
San Luis Potosi,0.9400187233068955,0.009988465675417637,0.0235780203392462,-0.1702581474676083,0.6421203978054906,0.4067074231340767,0.20231248759603532,0.7524336809285231,0.7562855940107167,0.821372217945598,0.9058941596302259,0.4888849769647673,0.7656445751565467,0.6914208992700733,0.7405962226535754,0.7021748395757546,0.7123031236458517,0.5740057554753026,0.6026023075216632,0.49196657204229594,0.6836798473178334,0.8767538933804786,-0.12349197220391318,0.999999999999999,0.48605841047049314,0.5507572674667618,0.06624092270269948,0.5517879254269454,0.6894950082476599,0.2682114595789686,-0.22418670004631305,0.9435324197562187
Culiacan,0.5324536383457573,0.04845891911020147,0.49338382525076313,0.16667904781038256,0.19189677560271468,0.7921241101210388,0.3480645831050481,0.4382291394501378,0.6556235642900137,0.6356986826413707,0.598541677157696,0.5811474465216461,0.6675497108334667,0.6994746742552582,0.6359888659966609,0.6254047425037593,0.6330381592756499,0.8090885271466239,0.18968896286622647,0.5037477360873799,0.6449699146330983,0.6243488769501132,0.11896412745501707,0.48605841047049314,1.0,0.4102169182497795,0.30426556635126684,0.2883293409318903,0.6575284870426701,0.5831196017566979,0.1054425363127156,0.44805109997929876
Hermosillo,0.5939969769869227,0.22190825306284276,0.1285055148427376,-0.2352283825594326,0.39251917388787094,0.2600454525551915,-0.010679952974590384,0.7474735298963058,0.39839892185527626,0.6298340876232121,0.4840324549101459,0.2921759804416332,0.37533670671055347,0.41893418334912685,0.39955902409479427,0.3692967815095022,0.37962302425993305,0.38082477795532477,0.3305779489900925,0.17477869730954515,0.3354745190305783,0.4545204871237292,-0.3299744191299204,0.5507572674667618,0.4102169182497795,1.0000000000000002,-0.05855545053738382,0.2172133192129654,0.3403242445769173,0.04726455491569173,-0.2386360019281584,0.6613319465296494
Villahermosa,0.06737829296656728,-0.3769029482476873,0.019554188944652967,0.654374488637733,-0.03760464047808264,0.33682230333132274,0.8734544863690116,-0.06811972806099346,0.2082939101590087,0.23044375877105439,0.1104319265058273,0.36302826067094224,0.32044018820173165,0.2064466984250496,0.1811248906805977,0.16883388584075149,0.2130345611265295,0.35751123939373797,0.018694304320161677,0.4433100711557064,0.32376753989265034,0.14423882608788,0.4929593600677595,0.06624092270269948,0.30426556635126684,-0.05855545053738382,0.9999999999999998,0.2686696741292923,0.335511444206606,0.7161384425007745,0.4784020735536723,0.015968170514572902
Ciudad Victoria,0.3268131197208326,-0.12297120208272916,0.20386847723741575,0.2753847850027223,0.7580177189128713,0.08679919271307297,0.28232173093254664,0.3599951501190545,0.24352197333597295,0.3666229673914648,0.32055322136235737,0.13545290923751802,0.3516767567280721,0.1478308140004749,0.20173980427030866,0.17408892072488655,0.19799110731508926,0.20821302458663604,0.8103658355346766,0.2864557349885474,0.266779540218136,0.3193759854182996,0.30026811569337636,0.5517879254269454,0.2883293409318903,0.2172133192129654,0.2686696741292923,0.9999999999999997,0.2838770303726757,0.2567152970007629,0.28867736958285634,0.37429835747497664
Tlaxcala,0.7043197175303384,-0.1492132287689875,0.07260161310686677,-0.07591382635797649,0.2865138723351824,0.7023076849186549,0.5157405534766973,0.5427172258403062,0.9650534640673514,0.674578461790345,0.8123006274906636,0.8040858401703861,0.9817304706163537,0.7852467744352362,0.9230900262862594,0.8453866851512724,0.9448656032100485,0.6950220902428363,0.27588025712207254,0.7921027161283194,0.9970354933317904,0.8703497939056082,-0.06086992778970835,0.6894950082476599,0.6575284870426701,0.3403242445769173,0.335511444206606,0.2838770303726757,0.9999999999999997,0.7689111409550248,-0.15300255574260258,0.5924986296725182
Xalapa,0.27868235019675897,-0.308690497950685,0.1338218891918424,0.3346794606109948,0.04042902340565189,0.6085213386776458,0.7483078553918701,0.17833390161971008,0.6201758699427435,0.41389508959756605,0.3950900679628105,0.6581375014333672,0.728902785493194,0.4857358709296794,0.557404224008045,0.49257758092223125,0.6033033357060299,0.5827640498377336,0.06573476139079998,0.7211939661049168,0.7525595265208955,0.47138934122908965,0.24348235520208555,0.2682114595789686,0.5831196017566979,0.04726455491569173,0.7161384425007745,0.2567152970007629,0.7689111409550248,1.0000000000000004,0.23214005524679104,0.16445546846964323
Merida,-0.29059116812831226,-0.24533823385303868,0.19151649523385325,0.9305322574029343,-0.05810511397688273,-0.005051054623049079,0.28168954200035196,-0.3425458746532902,-0.23648666579148278,-0.19986433211776763,-0.2796892240437535,0.04012625342685755,-0.16656818678767266,-0.18672441390835803,-0.2403413158800118,-0.2355296874471078,-0.21013354959728958,0.0403966434148108,-0.016037861892555193,0.01638847016554618,-0.15338026232370697,-0.2718638548111319,0.7413128516923337,-0.22418670004631305,0.1054425363127156,-0.2386360019281584,0.4784020735536723,0.28867736958285634,-0.15300255574260258,0.23214005524679104,0.9999999999999998,-0.28589258249463906
Zacatecas,0.9640578498728568,0.07741589860556734,-0.05017437699470833,-0.22157784951784068,0.5420263682710467,0.35638698051134343,0.1120794766233745,0.7934777535118471,0.6746154003916978,0.8859326189534809,0.8589961300308593,0.44305165079137016,0.6639701136589127,0.6845110926177748,0.6708636611058172,0.6423943114768814,0.6391766789072684,0.568396291237343,0.4735661560028884,0.4024604185957414,0.5900512737127728,0.8065764900997551,-0.22142301537105002,0.9435324197562187,0.44805109997929876,0.6613319465296494,0.015968170514572902,0.37429835747497664,0.5924986296725182,0.16445546846964323,-0.28589258249463906,1.0000000000000007
